station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
KLO,2011,1,4,12,-3,83.2,4.1,-5.4,2.65,-3.8,3.6,0,966.8,309,1.4,2.7,52,0,52,36,36,36,36,257,100,39,97
KLO,2011,1,4,13,-2.8,83.1,4.2,-5.3,2.72,-3.6,3.9,0,966.1,321,1.4,2.5,108,132,74,52,52,176,125,253,84,39,97
KLO,2011,1,4,14,-2.4,82,4.2,-5,2.72,-3.3,4.3,0,966.2,315,1.5,2.8,22,0,22,15,15,16,15,258,100,39,97
KLO,2011,1,4,15,-2.4,80.7,4.2,-5.3,2.72,-3.4,4.3,0,966,343,1.6,3,3,0,3,2,2,2,2,259,94,39,97
KLO,2011,1,4,16,-2.5,81.7,4.2,-5.2,2.72,-3.4,4.2,0,965.9,14,1.3,2.4,0,0,0,0,0,0,0,260,88,39,97
KLO,2011,1,4,17,-2.6,83.9,4.2,-4.9,2.72,-3.4,4.1,0,966.1,333,1.9,2.9,0,0,0,0,0,0,0,261,100,39,97
KLO,2011,1,4,18,-2.8,85.1,4.2,-4.9,2.72,-3.5,3.9,0,966.1,339,2,3.2,0,0,0,0,0,0,0,259,88,39,97
KLO,2011,1,4,19,-2.9,83.9,4.2,-5.2,2.72,-3.7,3.8,0,966,342,1.3,2.3,0,0,0,0,0,0,0,256,78,39,97
KLO,2011,1,4,20,-3,85,4.2,-5.2,2.72,-3.7,3.7,0,965.8,343,1.4,2.4,0,0,0,0,0,0,0,256,94,39,97
KLO,2011,1,4,21,-3,84.6,4.2,-5.2,2.72,-3.7,3.7,0,965.7,360,1.7,2.4,0,0,0,0,0,0,0,256,88,39,97
KLO,2011,1,4,22,-2.9,82.8,4.1,-5.4,2.65,-3.7,3.7,0,965.7,22,0.6,2.2,0,0,0,0,0,0,0,252,70,39,97
KLO,2011,1,4,23,-3.6,86,4,-5.6,2.59,-4.2,2.8,0,965.5,171,0.6,1.5,0,0,0,0,0,0,0,253,79,39,97
KLO,2011,1,5,0,-4,88.4,4,-5.6,2.59,-4.5,2.4,0,965.3,76,0.5,1,0,0,0,0,0,0,0,250,74,32,97
KLO,2011,1,5,1,-3.5,88.8,4.2,-5.1,2.72,-4,3.2,0,965.2,153,0.6,1.4,0,0,0,0,0,0,0,237,51,32,97
KLO,2011,1,5,2,-3.3,89.1,4.3,-4.8,2.78,-3.8,3.6,0,965.1,130,1,1.7,0,0,0,0,0,0,0,244,78,32,97
KLO,2011,1,5,3,-3.2,87.3,4.2,-5,2.72,-3.8,3.5,0,964.9,90,0.9,1.4,0,0,0,0,0,0,0,239,81,32,97
KLO,2011,1,5,4,-3.1,86.6,4.2,-5,2.72,-3.7,3.6,0,964.6,112,0.6,1.2,0,0,0,0,0,0,0,238,38,32,97
KLO,2011,1,5,5,-3.1,87.9,4.3,-4.8,2.78,-3.7,3.8,0,964.8,360,0.5,1.4,0,0,0,0,0,0,0,241,58,32,97
KLO,2011,1,5,6,-3.3,87.5,4.2,-5.1,2.72,-3.9,3.4,0,964.7,349,0.6,1.4,0,0,0,0,0,0,0,237,26,32,97
KLO,2011,1,5,7,-3.5,87.5,4.2,-5.3,2.72,-4.1,3.2,0,964.6,315,0.6,1.7,23,115,14,9,99,87,9,240,13,32,97
